permno,date,ticker,prc,ret,shrout,vol
14542,14-08-2014,GOOG,574.65002,-0.000226,338210,982926
14542,15-08-2014,GOOG,573.47998,-0.002036,338210,1517056
14542,18-08-2014,GOOG,582.15997,0.015136,338210,1290683
14542,19-08-2014,GOOG,586.85999,0.008073,338210,979298
14542,20-08-2014,GOOG,584.48999,-0.004038,338210,1034779
14542,21-08-2014,GOOG,583.37,-0.001916,338210,912854
14542,22-08-2014,GOOG,582.56,-0.001388,338210,789484
14542,25-08-2014,GOOG,580.20001,-0.004051,338210,1358810
14542,26-08-2014,GOOG,577.85999,-0.004033,338210,1635465
14542,27-08-2014,GOOG,571,-0.011871,338210,1700161
14542,28-08-2014,GOOG,569.20001,-0.003152,338210,1295963
14542,29-08-2014,GOOG,571.59998,0.004216,338210,1081231
14542,02-09-2014,GOOG,577.33002,0.010025,338210,1576830
14542,03-09-2014,GOOG,577.94,0.001057,338210,1214586
14542,04-09-2014,GOOG,581.97998,0.00699,338210,1459960
14542,05-09-2014,GOOG,586.08002,0.007045,338210,1629477
14542,08-09-2014,GOOG,589.71997,0.006211,338210,1429101
14542,09-09-2014,GOOG,581.01001,-0.01477,338210,1286722
14542,10-09-2014,GOOG,583.09998,0.003597,338210,975145
14542,11-09-2014,GOOG,581.34998,-0.003001,338210,1217721
14542,12-09-2014,GOOG,575.62,-0.009856,338210,1597677
14542,15-09-2014,GOOG,573.09998,-0.004378,338210,1596224
14542,16-09-2014,GOOG,579.95001,0.011953,338210,1478306
14542,17-09-2014,GOOG,584.77002,0.008311,338210,1690994
14542,18-09-2014,GOOG,589.27002,0.007695,338210,1442012
14542,19-09-2014,GOOG,596.08002,0.011557,338210,3727045
14542,22-09-2014,GOOG,587.37,-0.014612,338210,1687710
14542,23-09-2014,GOOG,581.13,-0.010624,338210,1467703
14542,24-09-2014,GOOG,587.98999,0.011805,338210,1724537
14542,25-09-2014,GOOG,575.06,-0.02199,338210,1932010
14542,26-09-2014,GOOG,577.09998,0.003547,338210,1439807
14542,29-09-2014,GOOG,576.35999,-0.001282,338210,1281204
14542,30-09-2014,GOOG,577.35999,0.001735,339282,1618698
14542,01-10-2014,GOOG,568.27002,-0.015744,339282,1445027
14542,02-10-2014,GOOG,570.08002,0.003185,339282,1175307
14542,03-10-2014,GOOG,575.28003,0.009122,339282,1138636
14542,06-10-2014,GOOG,577.34998,0.003598,339282,1211320
14542,07-10-2014,GOOG,563.73999,-0.023573,339282,1906427
14542,08-10-2014,GOOG,572.5,0.015539,339282,1987888
14542,09-10-2014,GOOG,560.88,-0.020297,339282,2569693
14542,10-10-2014,GOOG,544.48999,-0.029222,339282,3078634
14542,13-10-2014,GOOG,533.21002,-0.020717,339282,2578676
14542,14-10-2014,GOOG,537.94,0.008871,339282,2217230
14542,15-10-2014,GOOG,530.03003,-0.014704,339282,3712536
14542,16-10-2014,GOOG,524.51001,-0.010415,339339,3703658
14542,17-10-2014,GOOG,511.17001,-0.025433,339339,5530674
14542,20-10-2014,GOOG,520.84003,0.018917,339339,2605605
14542,21-10-2014,GOOG,526.53998,0.010944,339339,2332531
14542,22-10-2014,GOOG,532.71002,0.011718,339339,2917183
14542,23-10-2014,GOOG,543.97998,0.021156,339339,2345896
14542,24-10-2014,GOOG,539.78003,-0.007721,339339,1972047
14542,27-10-2014,GOOG,540.77002,0.001834,339339,1184973
14542,28-10-2014,GOOG,548.90002,0.015034,339339,1273372
14542,29-10-2014,GOOG,549.33002,0.000783,339339,1767107
14542,30-10-2014,GOOG,550.31,0.001784,339339,1451667
14542,31-10-2014,GOOG,559.08002,0.015937,339339,2032887
14542,03-11-2014,GOOG,555.21997,-0.006904,339339,1378511
14542,04-11-2014,GOOG,554.10999,-0.001999,339339,1240761
14542,05-11-2014,GOOG,545.91998,-0.014781,339339,2026740
14542,06-11-2014,GOOG,542.03998,-0.007107,339339,1330304
14542,07-11-2014,GOOG,541.01001,-0.0019,339339,1629259
14542,10-11-2014,GOOG,547.48999,0.011978,339339,1131546
14542,11-11-2014,GOOG,550.28998,0.005114,339339,964866
14542,12-11-2014,GOOG,547.31,-0.005415,339339,1126594
14542,13-11-2014,GOOG,545.38,-0.003526,339339,1335719
14542,14-11-2014,GOOG,544.40002,-0.001797,339339,1285991
14542,17-11-2014,GOOG,536.51001,-0.014493,339339,1721282
14542,18-11-2014,GOOG,535.03003,-0.002759,339339,1957664
14542,19-11-2014,GOOG,536.98999,0.003663,339339,1398440
14542,20-11-2014,GOOG,534.83002,-0.004022,339339,1559131
14542,21-11-2014,GOOG,537.5,0.004992,339339,2218249
14542,24-11-2014,GOOG,539.27002,0.003293,339339,1701682
14542,25-11-2014,GOOG,541.08002,0.003356,339339,1784967
14542,26-11-2014,GOOG,540.37,-0.001312,339339,1519503
14542,28-11-2014,GOOG,541.83002,0.002702,339339,1145231
14542,01-12-2014,GOOG,533.79999,-0.01482,339339,2109599
14542,02-12-2014,GOOG,533.75,-9.40E-05,339339,1522481
14542,03-12-2014,GOOG,531.32001,-0.004553,339339,1279288
14542,04-12-2014,GOOG,537.31,0.011274,339339,1408208
14542,05-12-2014,GOOG,525.26001,-0.022427,339339,2558649
14542,08-12-2014,GOOG,526.97998,0.003275,339339,2327127
14542,09-12-2014,GOOG,533.37,0.012126,339339,1871268
14542,10-12-2014,GOOG,526.06,-0.013705,339339,1716854
14542,11-12-2014,GOOG,528.34003,0.004334,339339,1610964
14542,12-12-2014,GOOG,518.65997,-0.018322,339339,1989117
14542,15-12-2014,GOOG,513.79999,-0.00937,339339,2812786
14542,16-12-2014,GOOG,495.39001,-0.035831,339339,3953596
14542,17-12-2014,GOOG,504.89001,0.019177,339339,2875581
14542,18-12-2014,GOOG,511.10001,0.0123,339339,2918730
14542,19-12-2014,GOOG,516.34998,0.010272,339339,3680311
14542,22-12-2014,GOOG,524.87,0.016501,339339,2723809
14542,23-12-2014,GOOG,530.59003,0.010898,339339,2191867
14542,24-12-2014,GOOG,528.77002,-0.00343,339339,704035
14542,26-12-2014,GOOG,534.03003,0.009948,339339,1037727
14542,29-12-2014,GOOG,530.33002,-0.006928,339339,2276104
14542,30-12-2014,GOOG,530.41998,0.00017,339339,873918
14542,31-12-2014,GOOG,526.40002,-0.007579,340399,1371819
14542,02-01-2015,GOOG,524.81,-0.003021,340399,1446662
14542,05-01-2015,GOOG,513.87,-0.020846,340399,2054238
14542,06-01-2015,GOOG,501.95999,-0.023177,340399,2891950
14542,07-01-2015,GOOG,501.10001,-0.001713,340399,2059366
14542,08-01-2015,GOOG,502.67999,0.003153,340399,3344395
14542,09-01-2015,GOOG,496.17001,-0.012951,340399,2065715
14542,12-01-2015,GOOG,492.54999,-0.007296,340399,2320446
14542,13-01-2015,GOOG,496.17999,0.00737,340399,2365687
14542,14-01-2015,GOOG,500.87,0.009452,340399,2229638
14542,15-01-2015,GOOG,501.79001,0.001837,340399,2711355
14542,16-01-2015,GOOG,508.07999,0.012535,340399,2292043
14542,20-01-2015,GOOG,506.89999,-0.002322,340399,2225922
14542,21-01-2015,GOOG,518.03998,0.021977,340399,2262455
14542,22-01-2015,GOOG,534.39001,0.031561,340399,2669558
14542,23-01-2015,GOOG,539.95001,0.010404,340399,2275485
14542,26-01-2015,GOOG,535.21002,-0.008779,340399,1539764
14542,27-01-2015,GOOG,518.63,-0.030979,340399,1898844
14542,28-01-2015,GOOG,510,-0.01664,340399,1679230
14542,29-01-2015,GOOG,510.66,0.001294,340666,4174924
14542,30-01-2015,GOOG,534.52002,0.046724,340666,5590977
14542,02-02-2015,GOOG,528.47998,-0.0113,340666,2841976
14542,03-02-2015,GOOG,529.23999,0.001438,340666,2033085
14542,04-02-2015,GOOG,522.76001,-0.012244,340666,1659125
14542,05-02-2015,GOOG,527.58002,0.00922,340666,1844687
14542,06-02-2015,GOOG,531,0.006482,340666,1758650
14542,09-02-2015,GOOG,527.83002,-0.00597,340666,1264276
14542,10-02-2015,GOOG,536.94,0.017259,340666,1745076
14542,11-02-2015,GOOG,535.96997,-0.001807,340666,1373970
14542,12-02-2015,GOOG,542.92999,0.012986,340666,1615824
14542,13-02-2015,GOOG,549.01001,0.011199,340666,1895126
14542,17-02-2015,GOOG,542.84003,-0.011238,340666,1612439
14542,18-02-2015,GOOG,539.70001,-0.005784,340666,1449089
14542,19-02-2015,GOOG,542.87,0.005874,340666,987478
14542,20-02-2015,GOOG,538.95001,-0.007221,340666,1441212
14542,23-02-2015,GOOG,531.90997,-0.013063,340666,1453907
14542,24-02-2015,GOOG,536.09003,0.007859,340666,1002993
14542,25-02-2015,GOOG,543.87,0.014512,340666,1821041
14542,26-02-2015,GOOG,555.47998,0.021347,340666,2305219
14542,27-02-2015,GOOG,558.40002,0.005257,340666,2403553
14542,02-03-2015,GOOG,571.34003,0.023173,340666,2123796
14542,03-03-2015,GOOG,573.64001,0.004026,340666,1700684
14542,04-03-2015,GOOG,573.37,-0.000471,340666,1871694
14542,05-03-2015,GOOG,575.33002,0.003418,340666,1385818
14542,06-03-2015,GOOG,567.685,-0.013288,340666,1654561
14542,09-03-2015,GOOG,568.84998,0.002052,340666,1059336
14542,10-03-2015,GOOG,555.01001,-0.02433,340666,1787357
14542,11-03-2015,GOOG,551.17999,-0.006901,340666,1815763
14542,12-03-2015,GOOG,555.51001,0.007856,340666,1385772
14542,13-03-2015,GOOG,547.32001,-0.014743,340666,1698872
14542,16-03-2015,GOOG,554.51001,0.013137,340666,1636493
14542,17-03-2015,GOOG,550.84003,-0.006618,340666,1800570
14542,18-03-2015,GOOG,559.5,0.015721,340666,2128714
14542,19-03-2015,GOOG,557.98999,-0.002699,340666,1194049
14542,20-03-2015,GOOG,560.35999,0.004247,340666,2609690
14542,23-03-2015,GOOG,558.81,-0.002766,340666,1639306
14542,24-03-2015,GOOG,570.19,0.020365,340666,2836234
14542,25-03-2015,GOOG,558.78497,-0.020002,340666,2184184
14542,26-03-2015,GOOG,555.16998,-0.006469,340666,1568331
14542,27-03-2015,GOOG,548.34003,-0.012303,340666,1892323
14542,30-03-2015,GOOG,552.03003,0.006729,340666,1283958
14542,31-03-2015,GOOG,548,-0.0073,341652,1583677
14542,01-04-2015,GOOG,542.56,-0.009927,341652,1957718
14542,02-04-2015,GOOG,535.53003,-0.012957,341652,1711737
14542,06-04-2015,GOOG,536.76501,0.002306,341652,1320767
14542,07-04-2015,GOOG,537.02002,0.000475,341652,1299298
14542,08-04-2015,GOOG,541.60999,0.008547,341652,1175332
14542,09-04-2015,GOOG,540.78003,-0.001532,341652,1553586
14542,10-04-2015,GOOG,540.01001,-0.001424,341652,1405575
14542,13-04-2015,GOOG,539.16998,-0.001556,341652,1640809
14542,14-04-2015,GOOG,530.39001,-0.016284,341652,2597043
14542,15-04-2015,GOOG,532.53003,0.004035,341652,2312512
14542,16-04-2015,GOOG,533.79999,0.002385,341652,1296304
14542,17-04-2015,GOOG,524.04999,-0.018265,341652,2145955
14542,20-04-2015,GOOG,535.38,0.02162,341652,1675487
14542,21-04-2015,GOOG,533.96997,-0.002634,341652,1839668
14542,22-04-2015,GOOG,539.36499,0.010104,341652,1589248
14542,23-04-2015,GOOG,547,0.014156,341692,4173376
14542,24-04-2015,GOOG,565.06,0.033017,341692,4919031
14542,27-04-2015,GOOG,555.37,-0.01445,342630,2398039
14542,28-04-2015,GOOG,553.67999,-0.003043,342630,1490983
14542,29-04-2015,GOOG,549.08002,-0.008308,342630,1698761
14542,30-04-2015,GOOG,537.34003,-0.021381,342630,2082214
14542,01-05-2015,GOOG,537.90002,0.001042,342630,1768381
14542,04-05-2015,GOOG,540.78003,0.005354,342630,1307960
14542,05-05-2015,GOOG,530.79999,-0.018455,342630,1383068
14542,06-05-2015,GOOG,524.21997,-0.012396,342630,1566987
14542,07-05-2015,GOOG,530.70001,0.012361,342630,1546399
14542,08-05-2015,GOOG,538.21997,0.01417,342630,1527615
14542,11-05-2015,GOOG,535.70001,-0.004682,342630,905285
14542,12-05-2015,GOOG,529.03998,-0.012432,342630,1634174
14542,13-05-2015,GOOG,529.62,0.001096,342630,1253063
14542,14-05-2015,GOOG,538.40002,0.016578,342630,1403935
14542,15-05-2015,GOOG,533.84998,-0.008451,342630,1971343
14542,18-05-2015,GOOG,532.29999,-0.002903,342630,2003421
14542,19-05-2015,GOOG,537.35999,0.009506,342630,1966947
14542,20-05-2015,GOOG,539.27002,0.003554,342630,1430826
14542,21-05-2015,GOOG,542.51001,0.006008,342630,1462695
14542,22-05-2015,GOOG,540.10999,-0.004424,342630,1176214
14542,26-05-2015,GOOG,532.32001,-0.014423,342630,2406512
14542,27-05-2015,GOOG,539.78998,0.014033,342630,1525019
14542,28-05-2015,GOOG,539.78003,-1.80E-05,342630,1029849
14542,29-05-2015,GOOG,532.10999,-0.01421,342630,2597407
14542,01-06-2015,GOOG,533.98999,0.003533,342630,1918332
14542,02-06-2015,GOOG,539.17999,0.009719,342630,1938989
14542,03-06-2015,GOOG,540.31,0.002096,342630,1717036
14542,04-06-2015,GOOG,536.70001,-0.006681,342630,1348337
14542,05-06-2015,GOOG,533.33002,-0.006279,342630,1388220
14542,08-06-2015,GOOG,526.83002,-0.012188,342630,1524139
14542,09-06-2015,GOOG,526.69,-0.000266,342630,1455266
14542,10-06-2015,GOOG,536.69,0.018987,342630,1814978
14542,11-06-2015,GOOG,534.60999,-0.003876,342630,1217536
14542,12-06-2015,GOOG,532.33002,-0.004265,342630,955789
14542,15-06-2015,GOOG,527.20001,-0.009637,342630,1632714
14542,16-06-2015,GOOG,528.15002,0.001802,342630,1071914
14542,17-06-2015,GOOG,529.26001,0.002102,342630,1294216
14542,18-06-2015,GOOG,536.72998,0.014114,342630,1833109
14542,19-06-2015,GOOG,536.69,-7.40E-05,342630,1893497
14542,22-06-2015,GOOG,538.19,0.002795,342630,1250282
14542,23-06-2015,GOOG,540.47998,0.004255,342630,1197450
14542,24-06-2015,GOOG,537.84003,-0.004884,342630,1286608
14542,25-06-2015,GOOG,535.22998,-0.004853,342630,1335697
14542,26-06-2015,GOOG,531.69,-0.006614,342630,2109130
14542,29-06-2015,GOOG,521.52002,-0.019128,342630,1937821
14542,30-06-2015,GOOG,520.51001,-0.001937,343908,2235595
14542,01-07-2015,GOOG,521.84003,0.002555,343908,1961354
14542,02-07-2015,GOOG,523.40002,0.002989,343908,1235903
14542,06-07-2015,GOOG,522.85999,-0.001032,343908,1281172
14542,07-07-2015,GOOG,525.02002,0.004131,343908,1610354
14542,08-07-2015,GOOG,516.83002,-0.015599,343908,1296699
14542,09-07-2015,GOOG,520.67999,0.007449,343908,1842347
14542,10-07-2015,GOOG,530.13,0.018149,343908,1956682
14542,13-07-2015,GOOG,546.54999,0.030974,343908,2206475
14542,14-07-2015,GOOG,561.09998,0.026622,343908,3244066
14542,15-07-2015,GOOG,560.21997,-0.001568,343908,1784554
14542,16-07-2015,GOOG,579.84998,0.03504,343908,4768328
14542,17-07-2015,GOOG,672.92999,0.160524,343929,11164943
14542,20-07-2015,GOOG,663.02002,-0.014727,343929,5860872
14542,21-07-2015,GOOG,662.29999,-0.001086,343929,3377196
14542,22-07-2015,GOOG,662.09998,-0.000302,343929,3929309
14542,23-07-2015,GOOG,644.28003,-0.026914,343929,3029109
14542,24-07-2015,GOOG,623.56,-0.03216,343929,3625747
14542,27-07-2015,GOOG,627.26001,0.005934,343929,2675495
14542,28-07-2015,GOOG,628,0.00118,343929,1727327
14542,29-07-2015,GOOG,631.92999,0.006258,343929,1575069
14542,30-07-2015,GOOG,632.59003,0.001044,343929,1474203
14542,31-07-2015,GOOG,625.60999,-0.011034,343929,1706194
14542,03-08-2015,GOOG,631.21002,0.008951,343929,1304511
14542,04-08-2015,GOOG,629.25,-0.003105,343929,1491195
14542,05-08-2015,GOOG,643.78003,0.023091,343929,2334266
14542,06-08-2015,GOOG,642.67999,-0.001709,343929,1572600
14542,07-08-2015,GOOG,635.29999,-0.011483,343929,1403865
14542,10-08-2015,GOOG,633.72998,-0.002471,343929,1810405
14542,11-08-2015,GOOG,660.78003,0.042684,343929,5031197
14542,12-08-2015,GOOG,659.56,-0.001846,343929,2940982
14542,13-08-2015,GOOG,656.45001,-0.004715,343929,1810749
14542,14-08-2015,GOOG,657.12,0.001021,343929,1072061
14542,17-08-2015,GOOG,660.87,0.005707,343929,1051721
14542,18-08-2015,GOOG,656.13,-0.007172,343929,1456059
14542,19-08-2015,GOOG,660.90002,0.00727,343929,2134098
14542,20-08-2015,GOOG,646.83002,-0.021289,343929,2855249
14542,21-08-2015,GOOG,612.47998,-0.053105,343929,4265199
14542,24-08-2015,GOOG,589.60999,-0.03734,343929,5770302
14542,25-08-2015,GOOG,582.06,-0.012805,343929,3537966
14542,26-08-2015,GOOG,628.62,0.079992,343929,4275891
14542,27-08-2015,GOOG,637.60999,0.014301,343929,3491336
14542,28-08-2015,GOOG,630.38,-0.011339,343929,1978733
14542,31-08-2015,GOOG,618.25,-0.019242,343929,2176737
14542,01-09-2015,GOOG,597.78998,-0.033093,343929,3702105
14542,02-09-2015,GOOG,614.34003,0.027685,343929,2575620
14542,03-09-2015,GOOG,606.25,-0.013169,343929,1759572
14542,04-09-2015,GOOG,600.70001,-0.009155,343929,2092453
14542,08-09-2015,GOOG,614.65997,0.02324,343929,2279538
14542,09-09-2015,GOOG,612.71997,-0.003156,343929,1702094
14542,10-09-2015,GOOG,621.34998,0.014085,343929,1905276
14542,11-09-2015,GOOG,625.77002,0.007114,343929,1373545
14542,14-09-2015,GOOG,623.23999,-0.004043,343929,1702271
14542,15-09-2015,GOOG,635.14001,0.019094,343929,2084397
14542,16-09-2015,GOOG,635.97998,0.001322,343929,1286454
14542,17-09-2015,GOOG,642.90002,0.010881,343929,2274690
14542,18-09-2015,GOOG,629.25,-0.021232,343929,5383386
14542,21-09-2015,GOOG,635.44,0.009837,343929,1789006
14542,22-09-2015,GOOG,622.69,-0.020065,343929,2562869
14542,23-09-2015,GOOG,622.35999,-0.00053,343929,1470949
14542,24-09-2015,GOOG,625.79999,0.005527,343929,2240162
14542,25-09-2015,GOOG,611.96997,-0.0221,343929,2174009
14542,28-09-2015,GOOG,594.89001,-0.02791,343929,3127667
14542,29-09-2015,GOOG,594.96997,0.000134,343929,2310284
14542,30-09-2015,GOOG,608.41998,0.022606,345489,2413441
14542,01-10-2015,GOOG,611.28998,0.004717,345489,1867601
14542,02-10-2015,GOOG,626.90997,0.025553,345489,2684805
14542,05-10-2015,GOOG,641.46997,0.023225,345489,1803843
14542,06-10-2015,GOOG,645.44,0.006189,345489,2236847
14542,07-10-2015,GOOG,642.35999,-0.004772,345489,2092714
14542,08-10-2015,GOOG,639.15997,-0.004982,345489,2182081
14542,09-10-2015,GOOG,643.60999,0.006962,345489,1648736
14542,12-10-2015,GOOG,646.66998,0.004754,345489,1276134
14542,13-10-2015,GOOG,652.29999,0.008706,345489,1807685
14542,14-10-2015,GOOG,651.15997,-0.001748,345489,1415468
14542,15-10-2015,GOOG,661.73999,0.016248,345489,1885737
14542,16-10-2015,GOOG,662.20001,0.000695,345489,1611128
14542,19-10-2015,GOOG,666.09998,0.005889,345489,1477340
14542,20-10-2015,GOOG,650.28003,-0.02375,345489,2498215
14542,21-10-2015,GOOG,642.60999,-0.011795,345489,1794172
14542,22-10-2015,GOOG,651.78998,0.014286,345504,4091954
14542,23-10-2015,GOOG,702,0.077034,345504,6653923
14542,26-10-2015,GOOG,712.78003,0.015356,345504,2716615
14542,27-10-2015,GOOG,708.48999,-0.006019,345504,2280796
14542,28-10-2015,GOOG,712.95001,0.006295,345504,2353917
14542,29-10-2015,GOOG,716.91998,0.005568,345504,1455965
14542,30-10-2015,GOOG,710.81,-0.008523,345504,1908774
14542,02-11-2015,GOOG,721.10999,0.014491,345504,1886250
14542,03-11-2015,GOOG,722.15997,0.001456,345504,1565504
14542,04-11-2015,GOOG,728.10999,0.008239,345504,1706700
14542,05-11-2015,GOOG,731.25,0.004313,345504,1861600
14542,06-11-2015,GOOG,733.76001,0.003432,345504,1511599
14542,09-11-2015,GOOG,724.89001,-0.012088,345504,2069807
14542,10-11-2015,GOOG,728.32001,0.004732,345504,1607994
14542,11-11-2015,GOOG,735.40002,0.009721,345504,1367045
14542,12-11-2015,GOOG,731.22998,-0.00567,345504,1850138
14542,13-11-2015,GOOG,717,-0.01946,345504,2075504
14542,16-11-2015,GOOG,728.96002,0.016681,345504,1905893
14542,17-11-2015,GOOG,725.29999,-0.005021,345504,1510903
14542,18-11-2015,GOOG,740,0.020268,345504,1684259
14542,19-11-2015,GOOG,738.40997,-0.002149,345504,1327879
14542,20-11-2015,GOOG,756.59998,0.024634,345504,2213284
14542,23-11-2015,GOOG,755.97998,-0.000819,345504,1415385
14542,24-11-2015,GOOG,748.28003,-0.010185,345504,2334204
14542,25-11-2015,GOOG,748.15002,-0.000174,345504,1122224
14542,27-11-2015,GOOG,750.26001,0.00282,345504,838528
14542,30-11-2015,GOOG,742.59998,-0.01021,345504,2097624
14542,01-12-2015,GOOG,767.03998,0.032911,345504,2135630
14542,02-12-2015,GOOG,762.38,-0.006075,345504,2230373
14542,03-12-2015,GOOG,752.53998,-0.012907,345504,2590641
14542,04-12-2015,GOOG,766.81,0.018963,345504,2757283
14542,07-12-2015,GOOG,763.25,-0.004643,345504,1817960
14542,08-12-2015,GOOG,762.37,-0.001153,345504,1829475
14542,09-12-2015,GOOG,751.60999,-0.014114,345504,2699990
14542,10-12-2015,GOOG,749.46002,-0.00286,345504,2008379
14542,11-12-2015,GOOG,738.87,-0.01413,345504,2224514
14542,14-12-2015,GOOG,747.77002,0.012046,345504,2421300
14542,15-12-2015,GOOG,743.40002,-0.005844,345504,2666229
14542,16-12-2015,GOOG,758.09003,0.019761,345504,1993251
14542,17-12-2015,GOOG,749.42999,-0.011424,345504,1553418
14542,18-12-2015,GOOG,739.31,-0.013504,345504,3148743
14542,21-12-2015,GOOG,747.77002,0.011443,345504,1525703
14542,22-12-2015,GOOG,750,0.002982,345504,1365520
14542,23-12-2015,GOOG,750.31,0.000413,345504,1566726
14542,24-12-2015,GOOG,748.40002,-0.002546,345504,527223
14542,28-12-2015,GOOG,762.51001,0.018854,345504,1515716
14542,29-12-2015,GOOG,776.59998,0.018478,345504,1765012
14542,30-12-2015,GOOG,771,-0.007211,345504,1293546
14542,31-12-2015,GOOG,758.88,-0.01572,344756,1500923
14542,04-01-2016,GOOG,741.84003,-0.022454,344756,3272776
14542,05-01-2016,GOOG,742.58002,0.000998,344756,1950691
14542,06-01-2016,GOOG,743.62,0.0014,344756,1947034
14542,07-01-2016,GOOG,726.39001,-0.02317,344756,2963741
14542,08-01-2016,GOOG,714.46997,-0.01641,344756,2450857
14542,11-01-2016,GOOG,716.03003,0.002184,344756,2090621
14542,12-01-2016,GOOG,726.07001,0.014022,344756,2024509
14542,13-01-2016,GOOG,700.56,-0.035134,344756,2503730
14542,14-01-2016,GOOG,714.71997,0.020212,344756,2225768
14542,15-01-2016,GOOG,694.45001,-0.028361,344756,3608109
14542,19-01-2016,GOOG,701.78998,0.01057,344756,2268078
14542,20-01-2016,GOOG,698.45001,-0.004759,344756,3445030
14542,21-01-2016,GOOG,706.59003,0.011654,344756,2412211
14542,22-01-2016,GOOG,725.25,0.026409,344756,2011797
14542,25-01-2016,GOOG,711.66998,-0.018725,344756,1711716
14542,26-01-2016,GOOG,713.03998,0.001925,344756,1331725
14542,27-01-2016,GOOG,699.98999,-0.018302,344756,2194227
14542,28-01-2016,GOOG,730.96002,0.044244,344756,2676397
14542,29-01-2016,GOOG,742.95001,0.016403,344756,3474319
14542,01-02-2016,GOOG,752,0.012181,345539,5139157
14542,02-02-2016,GOOG,764.65002,0.016822,345539,6348126
14542,03-02-2016,GOOG,726.95001,-0.049304,345539,6171019
14542,04-02-2016,GOOG,708.01001,-0.026054,345539,5169309
14542,05-02-2016,GOOG,683.57001,-0.034519,345544,5105725
14542,08-02-2016,GOOG,682.73999,-0.001214,345544,4247355
14542,09-02-2016,GOOG,678.10999,-0.006782,345544,3608914
14542,10-02-2016,GOOG,684.12,0.008863,345544,2638017
14542,11-02-2016,GOOG,683.10999,-0.001476,345544,3024043
14542,12-02-2016,GOOG,682.40002,-0.001039,345544,2141453
14542,16-02-2016,GOOG,691,0.012603,345544,2520021
14542,17-02-2016,GOOG,708.40002,0.025181,345544,2492634
14542,18-02-2016,GOOG,697.34998,-0.015599,345544,1969248
14542,19-02-2016,GOOG,700.90997,0.005105,345544,1589281
14542,22-02-2016,GOOG,706.46002,0.007918,345544,1949816
14542,23-02-2016,GOOG,695.84998,-0.015019,345544,2009280
14542,24-02-2016,GOOG,699.56,0.005332,345544,1963573
14542,25-02-2016,GOOG,705.75,0.008848,345544,1642166
14542,26-02-2016,GOOG,705.07001,-0.000964,345544,2243522
14542,29-02-2016,GOOG,697.77002,-0.010354,345544,2481145
14542,01-03-2016,GOOG,718.81,0.030153,345544,2164083
14542,02-03-2016,GOOG,718.84998,5.60E-05,345544,1629003
14542,03-03-2016,GOOG,712.41998,-0.008945,345544,1957974
14542,04-03-2016,GOOG,710.89001,-0.002148,345544,1972077
14542,07-03-2016,GOOG,695.15997,-0.022127,345544,2989974
14542,08-03-2016,GOOG,693.96997,-0.001712,345544,2076331
14542,09-03-2016,GOOG,705.23999,0.01624,345544,1421515
14542,10-03-2016,GOOG,712.82001,0.010748,345544,2833525
14542,11-03-2016,GOOG,726.82001,0.01964,345544,1970815
14542,14-03-2016,GOOG,730.48999,0.005049,345544,1718252
14542,15-03-2016,GOOG,728.33002,-0.002957,345544,1720965
14542,16-03-2016,GOOG,736.09003,0.010655,345544,1624370
14542,17-03-2016,GOOG,737.78003,0.002296,345544,1860834
14542,18-03-2016,GOOG,737.59998,-0.000244,345544,3345385
14542,21-03-2016,GOOG,742.09003,0.006087,345544,1988303
14542,22-03-2016,GOOG,740.75,-0.001806,345544,1273634
14542,23-03-2016,GOOG,738.06,-0.003631,345544,1432099
14542,24-03-2016,GOOG,735.29999,-0.00374,345544,1594891
14542,28-03-2016,GOOG,733.53003,-0.002407,345544,1301327
14542,29-03-2016,GOOG,744.77002,0.015323,345544,1903778
14542,30-03-2016,GOOG,750.53003,0.007734,345544,1782427
14542,31-03-2016,GOOG,744.95001,-0.007435,343683,1718798
14542,01-04-2016,GOOG,749.90997,0.006658,343683,1576745
14542,04-04-2016,GOOG,745.28998,-0.006161,343683,1134408
14542,05-04-2016,GOOG,737.79999,-0.01005,343683,1132294
14542,06-04-2016,GOOG,745.69,0.010694,343683,1053713
14542,07-04-2016,GOOG,740.28003,-0.007255,343683,1453185
14542,08-04-2016,GOOG,739.15002,-0.001526,343683,1290787
14542,11-04-2016,GOOG,736.09998,-0.004126,343683,1220088
14542,12-04-2016,GOOG,743.09003,0.009496,343683,1352992
14542,13-04-2016,GOOG,751.71997,0.011614,343683,1707641
14542,14-04-2016,GOOG,753.20001,0.001969,343683,1135301
14542,15-04-2016,GOOG,759,0.0077,343683,1809332
14542,18-04-2016,GOOG,766.60999,0.010026,343683,1558868
14542,19-04-2016,GOOG,753.92999,-0.01654,343683,2030526
14542,20-04-2016,GOOG,752.66998,-0.001671,343683,1529219
14542,21-04-2016,GOOG,759.14001,0.008596,343440,3060490
14542,22-04-2016,GOOG,718.77002,-0.053179,343440,5953538
14542,25-04-2016,GOOG,723.15002,0.006094,343440,1959179
14542,26-04-2016,GOOG,708.14001,-0.020756,343440,2744587
14542,27-04-2016,GOOG,705.84003,-0.003248,343440,3098587
14542,28-04-2016,GOOG,691.02002,-0.020996,343440,2867254
14542,29-04-2016,GOOG,693.01001,0.00288,343440,2487673
14542,02-05-2016,GOOG,698.21002,0.007504,343440,1645265
14542,03-05-2016,GOOG,692.35999,-0.008379,343440,1543784
14542,04-05-2016,GOOG,695.70001,0.004824,343440,1693526
